story	text	retweet_count	created_at	hashtags	media	favorite_count	id	user_favourites_count	user_followers_count	user_friends_count	user_listed_count	user_location	user_name	user_screen_name.1	user_statuses_count
	"@IvankaTrump Thank you, @IvankaTrump, for being such a strong voice for sexual assault victims. 

What’s that? You didn’t speak up at all about Dr. Ford? But I thought you were a fierce advocate for women &amp; that you championed the #MeToo movement? I guess values can be put aside for family..."	628	2018-10-09 21:47:18+00:00	MeToo		4708	1049778354885406720	162512	80542	1743	251		Liddle’ Savage	littledeekay	50831
	Today, four years later, it is Globes Sunday again and many, if not most, will be wearing black on the red carpet in solidarity with the #TIMESUP movement. They will stand against sexual harassment and abuse in their industry and all others. Good. I stand with them. #metoo /3	621	2018-01-07 14:45:34+00:00	TIMESUP metoo		3611	950015560900849664	656	35717	89	86		Dylan Farrow	RealDylanFarrow	407
	Quisiera que las chicas de #MeToo se hubieran expedido acá. 👇👇 https://t.co/9yi9Jcng7S	620	2018-12-11 19:20:01+00:00	MeToo	https://twitter.com/ZilOliv/status/1072571726091993091/photo/1	841	1072571726091993091	165392	34620	35461	93	São Paulo/BuenosAires	Zil 💙	ZilOliv_	237698
	"How did the pound sign (#) become a hashtag (#)? You know, the #MeToo  hashtag could be interpreted as ""pound me, too."" Probably not the direction the movement wants to take..."	619	2019-01-20 04:40:52+00:00	MeToo		3587	1086845995822964737	7889	853278	138	3153	L.A., Calif.	Larry Elder	larryelder	64783
	@n_d_de_waarheid's account has been withheld in Germany based on local law(s). Learn more.	618	2018-03-17 17:37:24+00:00			0	975063564603088896	15720	1445	812	40			n_d_de_waarheid	55753
	@n_d_de_waarheid's account has been withheld in Germany based on local law(s). Learn more.	236	2017-12-30 13:45:59+00:00			0	947101461539848192	15720	1445	812	40			n_d_de_waarheid	55753
	@whatiwant2be's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.	618	2018-01-01 16:32:33+00:00			0	947868157129011200	2075	62	98	0			whatiwant2be	2183
	Exquisite, pre-Raphaelite painting removed  from museum. Director Clare Gannaway claims #TimesUp and #MeToo fed into the decision. Wrong. Fanaticism drove the decision.  https://t.co/aKSUKOLcLd	603	2018-01-31 22:45:31+00:00	TimesUp MeToo		1400	958833653647372288	59795	297956	420	2432	Washington, DC	Christina Sommers	CHSommers	51477
	"We’re standing by the elevators so that every single @senjudiciary member has to pass by us. Our silence speaks volume. 

#BelieveChristine #CancelKavanaugh
📸 @KishaBari https://t.co/x9JeN4LPCF"	601	2018-09-27 14:02:02+00:00	BelieveChristine CancelKavanaugh	https://twitter.com/womensmarch/status/1045312613008183299/photo/1	2203	1045312613008183299	21397	627274	857	3363	Washington, D.C.	Women's March	womensmarch	30179
	"""I want you to live your life with respect as your husband hasn't done anything. I am going as everyone will look at me with that eye even if I come clean."" - Swaroop Raj

Assistant VP of Genpact committed suicide after 2 women alleged #MeToo and he was suspended by the company. https://t.co/Zm747qard8"	601	2018-12-21 18:51:11+00:00	MeToo	https://twitter.com/SirJadeja/status/1076188347415048194/photo/1	1086	1076188347415048194	23243	1329249	0	757	India	Sir Jadeja fan	SirJadeja	39098
	C'est en France, à Paris, les #femmes du quartier #Chapelle-Pajol ne sont toujours pas libres, elles sont harcelées chassées des espaces publics  «la situation a empiré» #égalité #metoo https://t.co/raxEjkcxMV via @LeParisien_75	588	2018-11-01 09:35:59+00:00	femmes Chapelle égalité metoo		420	1057929235531206656	16915	25767	2360	109	Paris	bougrab	jeannettebougra	7459
	I heard what Wendy said yesterday and was disgusted by it. This is why Black women/girls are hesitant about coming forward with their #metoo stories bc of Black women like @WendyWilliams who blame the victim. You really think a 13 y.o. girl is to BLAME for sex w/ a 30+ y.o. man?? https://t.co/0mCmAnd0at	582	2018-01-26 14:25:13+00:00	metoo		1519	956895806510059525	13034	154995	1119	754	Harlem, NY	Tarana	TaranaBurke	10865
	#MuteRKelly  #MuteRKelly  #MuteRKelly  #MuteRKelly #MuteRKelly  #MuteRKelly  #MuteRKelly  #MuteRKelly #MuteRKelly  #MuteRKelly  #MuteRKelly  #MuteRKelly #MuteRKelly  #MuteRKelly  #MuteRKelly  #MuteRKelly #MuteRKelly  #MuteRKelly  #MuteRKelly  #MuteRKelly #MuteRKelly  #MuteRKelly	581	2018-05-01 14:04:48+00:00	MuteRKelly MuteRKelly MuteRKelly MuteRKelly MuteRKelly MuteRKelly MuteRKelly MuteRKelly MuteRKelly MuteRKelly MuteRKelly MuteRKelly MuteRKelly MuteRKelly MuteRKelly MuteRKelly MuteRKelly MuteRKelly MuteRKelly MuteRKelly MuteRKelly MuteRKelly		3782	991317519070908416	21863	824891	624	2273		Jessica Chastain	jes_chastain	5114
	"I just feel it's going to be a crazy week politically &amp; personally.  I am #Grateful for #ChristineBlaseyFord being incredibly brave.

For those who say it was so long ago, shame on you.  I was raped when i was 13 and i still remember it like it was yesterday. #MeToo"	581	2018-09-17 03:41:19+00:00	Grateful ChristineBlaseyFord MeToo		1467	1041532524399288320	42089	27066	23664	33	San Francisco Bay Area	Choco Harvey Milk	ChocoHarveyMilk	49891
	6 I’ve only ever discussed these issues kinda vaguely. More I can’t discuss. I and other 2A women are sexually threatened regularly  #MeToo	580	2017-10-16 00:53:25+00:00	MeToo		1594	919727948403441664	88093	1110469	4073	7321	Texas, USA	Dana Loesch	DLoesch	137997
	"Dear Dr. Ford,

I Know you will Likely Never see this Tweet

But I can only Imagine the Pain you're Facing Today

My Heart is with You, as are Millions of Others ❤

We believe you &amp; we will Never Forget the Courage of your Testimony
#BelieveSurvivors
https://t.co/4EclDVYiZz"	577	2018-09-27 09:14:15+00:00	BelieveSurvivors		1147	1045240189029822464	71898	58746	43426	66	Pacific Northwest	Rey 🕊🇺🇲	1Jedi_Rey	61773
TRUE	#WhyIDidntReport I was a young nurse. He was a powerful surgeon. I was going downstairs. He was going up. No one could hear me. I reported it to the charge nurse. She told me he brings in a lot of money. Nothing would be done. I’m now a lawyer, protecting other people’s rights.	567	2018-09-22 13:39:15+00:00	WhyIDidntReport		3886	1043494938674188288	157918	7462	8203	96	Tulsa, Oklahoma	TulsaTeresa	TulsaTeresa	71360
	Woke up to this news! Here are some more words. Why isn’t NBC talking about Shaun White’s sexual harassment allegations? https://t.co/GBkVzfm4rC #MeToo	563	2018-02-13 17:36:00+00:00	MeToo		1590	963466802889072640	58791	3754904	6352	34494	Los Angeles	Alyssa Milano	Alyssa_Milano	72257
	Ser män som tycker det börjar bli tjatigt med #metoo. Ja, hörni, har också varit rätt tjatigt för kvinnor att utsättas för skiten sedan hmm..hur länge var det nu? ALLTID.	563	2017-11-18 11:31:17+00:00	metoo		1582	931847274828828672	23531	11976	879	48	Skåne	Moa	moabrglf	53182
	"https://t.co/rvrrMUNnBY #MeToo 

ข่าวสดลงข่าวคุณโจ มินกิ แล้วค่ะ หวังว่าเรื่องนี้จะเป็นกระแสในไทยด้วยไม่อยากให้เงียบหาย เพราะเรื่องแบบนี้มันไม่ควรเกิดขึ้นกับใครทั้งนั้น"	563	2018-03-10 00:26:43+00:00	MeToo		45	972267472538648576	36086	142	770	0		ForeverJR lll #RespectdemocracyTHAI	Otakugirls	179383
	"Far Right had no issue when Sessions said ""I don't recall"" 36X when questioned about his major interactions w/Russia in 2016

But Dr. Ford says ""I dont recall"" 2-3X about minor details while relating a consistent event from 1982 &amp; she's an opportunistic liar🙄
#BelieveSurvivors"	559	2018-09-27 16:56:08+00:00	BelieveSurvivors		1536	1045356427265626116	65205	306327	335	1906	Virginia, USA	Qasim Rashid, Esq.	QasimRashid	69762
	"「望まない人間を僕は無理やりホテルに連れていきません」「（女性たちは）僕に魅力を感じたり憧れたりしたのであって、僕は職を利用したつもりはない」←仕事上の尊敬や尊重を性的合意と勘違いする人は多い。これはアウトです。

広河隆一氏への #MeToo https://t.co/7m3IrYbao7 @akiko_kobさんから"	559	2018-12-25 23:55:17+00:00	MeToo		560	1077714429465096192	11422	19030	8870	0		雇用のヨーコ	koyounoyooko	31936
	"アルジャジーラは、かつて福田前次官のセクハラをきっちり音声つきで流し、伊藤詩織さんのインタビューを通して、日本における #MeToo の動きを報道。日本のメディアが弱腰だからどうしても外圧頼みになるけど、ほんとにありがたい。
https://t.co/bmomuE1Gvz"	556	2018-07-25 01:21:51+00:00	MeToo		555	1021928482937298944	5302	38243	591	1015	川越在住の小説家です。今年で作家デビュー30年になりました。	盛田隆二🫖Morita Ryuji	product1954	56426
	침묵하지 않겠다던 그알의 그분들도 입을 닫고 있는 마당에 #ㅇㅇ내_성폭력 때는 조용히 계시다가 미투 뜨니까 미퍼스트 하자는 사람들을 퍽이나 믿고 연대할 수 있겠습니다. 있는 운동에 연대하긴 싫고 새로 꼭 뭔갈 주창하셔야 의미가 있는 것 같고 그런가 봅니다? #왜조 https://t.co/WHrmPRrfuj	547	2018-01-31 04:11:34+00:00	ㅇㅇ내_성폭력 왜조		95	958553315507187713	179326	2687	797	30	중간계	친절한 미친해 씨	iamcrazysun	187921
	Remember: you do not have to publicly discuss your experiences for them to be considered valid. #MeToo https://t.co/nM6e3EPkCR https://t.co/l0KEz3zr5k	546	2017-10-16 01:39:55+00:00	MeToo	https://twitter.com/knowyourIX/status/919739653309304832/photo/1	992	919739653309304832	4133	22607	824	253	United States	Know Your IX	knowyourIX	11683
	"なぜ日本で、
＃Metoo がブレークしないか、示す鮮やかな実例。
勇気を出して声をあげたら女性を失礼、場違いと責める風潮。
法律家がこういう発言躊躇なくして、許容される社会。
被害にあった女性たちのためにすごく悔しいけど、それでもまえに進んでいこう。 https://t.co/7Bmp5yprf0"	531	2018-12-03 12:49:10+00:00	Metoo		752	1069574264309800960	10949	17449	3185	473	東京都世田谷区	Kazuko Ito 伊藤和子(新宿区神楽坂の弁護士)	KazukoIto_Law	33737
	"#MeToo hat mir beigebracht, dass wir lang nicht so weit sind, wie ich als Mann dachte.
#MeTwo, dass wir längst nicht so weit sind, wie ich als weißer Deutscher dachte.
#MeQueer, dass wir längst nicht so weit sind, wie ich als Hetero dachte. Es tut mir leid, danke für euren Mut."	530	2018-08-17 19:30:58+00:00	MeToo MeTwo MeQueer		2642	1030537489143005185	13461	989	575	33	Köln, Deutschland	Peter Kohl	NautBio	5355
	"Yo, your dad admitted to sexually assaulting anyone he wants on tape. He’s been accused of sexually assaulting 19+ woman, some under age. You both publicly cheated on all 4 of your wives

Props for been the tone deafest piece of shit next your feckless cunt sister @DonaldJTrumpJr https://t.co/EjZWBx3eva"	530	2018-06-04 15:54:13+00:00			1798	1003666241821736960	68884	119488	5852	371	The Town	Albert MacGloan ➐	AlbertMacGloan	33876
	"@itisrape_japan が主催する性暴力、性暴力判決に抗議するスタンディング。
女性差別・蔑視を許さない、主催者は「世論をつくり、法律を変えよう」とスピーチ。女性も男性もジェンダーも問わない人間の尊厳を勝ち取る行動！
#それはレイプだ #Metoo  #Withyou  #性暴力を許さない　#itisrape_japan https://t.co/1DwHsHG7WH"	530	2019-04-11 10:09:22+00:00	それはレイプだ Metoo Withyou 性暴力を許さない itisrape_japan	https://twitter.com/minseishinbun/status/1116282083830198272/photo/1	514	1116282083830198272	4736	4838	1058	0	東京都渋谷区	民 青 新 聞	minseishinbun	30529
	"どんなハラスメントも、すべて「する側の問題」です。
「しなければ起こらない」ものです。
される側がどんな人でも、する側がしなければ起こりません。
ハラスメントをなくす唯一の方法は、「する側」が、それをしなくなることです。

#MeToo"	525	2017-12-18 12:28:35+00:00	MeToo		785	942733331149545477	24726	17327	485	195	France	髙崎順子	misetemiso	27152
	If you #BelieveWomen when it's Trump, Moore, and Kavanaugh but not when it's Franken, Clinton, or Biden, you don't really believe women. https://t.co/iwo8Cy4pRB	522	2020-03-29 13:12:50+00:00	BelieveWomen		2185	1244251168303431681	46570	283129	1200	3141		Peter Daou	peterdaou	96702
	"The GOP’s rotting
from putting predators
in power &amp; assaulting
women in the #MeToo hour 

The GOP’s rotting
from putting corporations
&amp; billionaires before the
middle class &amp; clean air

The GOP’s rotting
from a man who is
nothing but Putin’s
grand Russian plan

#NationalPoetryDay"	517	2018-10-04 23:12:39+00:00	MeToo NationalPoetryDay		1176	1047987894378422272	403361	360483	62697	1623	Los Angeles, CA	Ryan Knight ☭🌹	ProudSocialist	86961
	"『帰国子女だからって何でも意見言っていいと思ってるでしょ？』『英語以外大したことないんでしょ』『男なんだから飲み会で脱げるよね？童貞なの？』全て電通の面接で聞かれました。
そして、私は外資を選びました。
#Metoo"	514	2017-12-17 10:38:49+00:00	Metoo		742	942343319157325824	24	64	50	0		外資ナンパドットコム	gaishi_pua	85
	Today's reminder that if your flirting style is indistinguishable from harassment, it's not anyone else that's the problem. https://t.co/IHHiqA6Qva	506	2018-07-12 16:23:08+00:00			2129	1017444256338923520	14062	187177	516	5485	Bradford, Ohio, USA	John Scalzi	scalzi	170681
	"Ou sont les féministes?
Les peoples?
Les #MeToo?
quand il s’agit de soutenir les #femmes qui ont des contrats précaires, des prestations familiales rognées?
Les femmes #GiletsJaunes sont en première ligne«Les petits contrats, c’est pour nous»
La vie réelle https://t.co/a9DB7daK0W"	506	2018-11-29 20:54:41+00:00	MeToo femmes GiletsJaunes		598	1068246894663618560	162829	94588	8909	738	Marseille	Valérie Boyer	valerieboyer13	41986
	".@realDonaldTrump,

Now I see why you said @TIME wanted to interview you for the #PersonOfTheYear cover, as you've been on the supply/silencing side of the #MeToo movement.

The humanity, strength, and beauty of #TheSilenceBreakers are beyond your understanding. 

They win."	502	2017-12-06 13:33:32+00:00	PersonOfTheYear MeToo TheSilenceBreakers		1536	938401021117771777	120066	298689	33445	1834	Wake Forest, NC	John Pavlovitz	johnpavlovitz	107295
	"“Why do we need to talk about the redemption of men when we are right in the middle of the salvation of women?” 

Must read piece. #metoo https://t.co/7KL6PbmAP7"	500	2017-11-30 17:43:33+00:00	metoo		2567	936289613601128448	58791	3754904	6352	34494	Los Angeles	Alyssa Milano	Alyssa_Milano	72257
	#PriyaRamani `s #MeToo Case on @mjakbar was fake conspiracy by Congress , Just to get him out of @narendramodi cabinet as he was the main coordinator of Middle East diplomacy of the PM .@DrGPradhan Proven correct yet again . https://t.co/mlVwfbACu1	500	2019-04-12 16:07:31+00:00	PriyaRamani MeToo	https://twitter.com/rashmi21044/status/1116734600481509376/photo/1	719	1116734600481509376	22287	873	150	32	World	Indian 🇮🇳	rashmi21044	47574
	"I've been disappointed and surprised by some people's  willingness to use rape culture to dismiss #TaraReade. 

Using rape myths doesn't just hurt her, it hurts rape victims who witness it. At @BitchMedia I share what's at stake. #metoo https://t.co/GJEuiVamOD"	495	2020-04-28 00:21:32+00:00	TaraReade metoo		1456	1254928701436772352	187100	46412	3188	561	Long Beach ca	Wagatwe Wanjuki 🇰🇪 🇧🇸	wagatwe	72475
	"Just got out of jail. I was arrested today alongside brave brother @AdyBarkan &amp;other men in solidarity w/ women who’ve been leading the fight to #StopKavanaugh &amp;end sexual violence. It’s time for all of us to join together at the frontlines of this fight&amp;win it.#BelieveSurvivors https://t.co/wcDclkSk85"	490	2018-09-24 22:33:05+00:00	StopKavanaugh BelieveSurvivors	https://twitter.com/kai_newkirk/status/1044354057438195712/photo/1	2237	1044354057438195712	9152	11655	598	187	Tempe, AZ	Kai Newkirk	kai_newkirk	22875
	"""Girls, boys can't control themselves. Dress modestly so you don't tempt them to sin"" &lt;-- purity culture = root of rape culture #metoo"	484	2017-10-16 16:45:13+00:00	metoo		1803	919967476078620678	19092	108835	652	1227	Denver	Nadia Bolz-Weber	Sarcasticluther	19991
	"Elisabeth Lévy : ""La condition des femmes n'a rien à voir avec le discours victimaire véhiculé par #MeToo""
Une femme dans la salle hurle : ""Tu vis sur quelle planète ?!"" #Féminisme2018"	482	2018-09-13 09:26:15+00:00	MeToo Féminisme2018		1607	1040169779926130688	5850	5492	1868	126	Paris, France	Arièle Bonte	arielebonte	15986
	As expected IT cell members of sanskaari party maligning the #MeToo movement. The twitter handle that was created to defame @dhruv_rathee  now is deleted . Thats what happens when you pay two rupees per tweet to such morons. Pagaar badhao Malpriyaji . https://t.co/yGHge0dB0p	482	2018-10-14 08:26:05+00:00	MeToo		1416	1051388662305484800	35330	1214876	306	685	New Delhi	Abhisar Sharma	abhisar_sharma	44030
	"To all those who say why #MeToo now after all these years. Because for humans, as for nations, retaliation only makes sense from a position of strength. From a position of weakness you only expose yourself to further assault. You slap a harrasser and he may turn into a molester;"	478	2018-10-13 05:43:08+00:00	MeToo		1179	1050985266410868737	5469	17872	107	65		Ghazala Wahab	ghazalawahab	13582
	Take the lead women. Your time is here. Not a moment too soon. https://t.co/cFfwr2fTkL	475	2017-12-06 17:37:27+00:00			3172	938462403905441793	25240	7237272	2235	14454	NYS	Mark Ruffalo	MarkRuffalo	47602
	"Follow the hashtag #churchtoo to hear the firsthand stories of women who have been horribly mistreated by men in church settings. It's important, brave, &amp; vulnerable.

CW/TW for descriptions of assault, harassment, manipulation, abuse."	475	2017-11-21 18:43:27+00:00	churchtoo		539	933043196011188224	48969	11098	4026	118	Chicagoland	Blake Chastain	brchastain	44296
	"Actress Nicole Eggert is accusing actor-director Scott Baio of having ""molested"" her repeatedly when she was 14 until she was 17: ""Ask @scottbaio what happened in his garage at his house when I was a minor. Creep.""
#MeToo https://t.co/VPPdraDO3C"	473	2018-01-28 13:48:36+00:00	MeToo		565	957611370371014658	208468	778527	51116	2493	New York	Jon Cooper 🇺🇸	joncoopertweets	246505
	What kind of woman goes into a hotel room when a man  greets her in his underwear? https://t.co/U9mRve4Hlr	470	2018-10-18 15:07:03+00:00			1330	1052939119788052481	3907	625970	424	1211		Tavleen Singh	tavleen_singh	21883
	#MeToo This is so accurate it's scary to see it summed up so succinctly https://t.co/7YrR8xJdXi	464	2017-10-17 06:42:03+00:00	MeToo	https://twitter.com/kladoink/status/920178073475182592/photo/1	647	920178073475182592	3199	148	454	4	EU	j em 💙	kladoink	2212
	Turns out it is possible to look like bullies and cowards at the same time. #WeBelieveDrFord	460	2018-09-27 15:08:32+00:00	WeBelieveDrFord		1969	1045329346901274624	17065	13655	1670	176	Washington, DC	Fatima Goss Graves	FGossGraves	12759
	Feel free to express an opinion about our #metoo #timesup investigation. But be aware that death threats on social media can carry a strong penalty. And we are not afraid to take action. That is all.	456	2018-01-09 21:56:36+00:00	metoo timesup		2533	950848810258857984	81550	58224	973	552	Born on Jagera land.	Tracey Spicer AM GAICD	TraceySpicer	52163
	Remember 2 weeks ago when I said the #metoo movement will continue to leap over the accused white males and keep targeting Black celebs? And I specifically told people that Chris Brown would be the next target....Well this happened today- https://t.co/Ssx3vgslLV	452	2018-05-09 22:41:11+00:00	metoo		784	994346572816072704	20437	260265	482	1676	Los Angeles	Tariq Nasheed 🇺🇸	tariqnasheed	87012
	"Trump:
▪️Believes #JimJordan 100%.
▪️Thinks pedophile Roy Moore is a good guy.
▪️Mocks the #MeToo movement
▪️Always sides w/fellow sexual predators.
▪️Never sides w/victims of sexual abuse or rape.
✝️ Yet is still worshipped by RW Christians.

https://t.co/cxN06Ic8tA"	448	2018-07-07 10:24:02+00:00	JimJordan MeToo		559	1015541946931142656	71015	109581	85775	459		W Smith Ω 🧢 DJT: America’s #1 Domestic Terrorist	WesSmith123	58677
	Ben voyons, donnons la parole à Roman Polanski, il est tellement légitime pour parler des mouvements de dénonciation des violences sexuelles... https://t.co/9mno1N3a1O	448	2018-05-08 19:27:23+00:00			544	993935414665908225	6073	6529	2203	66		Laure Salmona	curiosarama	13582
	No hay mujer que no haya teniđo al menos un episodio en su vida de abuso, humillación y discriminación por el solo hecho de ser mujer. La vida es dura, pero es aun más dura para nosotras. #Metoo	443	2018-05-16 20:00:27+00:00	Metoo		1240	996842835587616769	2973	230514	1699	540		mirna schindler	mirnaschindler	7688
	This needs be retweeted a MILLION TIMES OVER! #metoo will not go away!   https://t.co/ZNZwS6f0st	440	2017-11-26 05:24:33+00:00	metoo		362	934654085013393408	24691	76509	1335	564	NYC	Jennifer Esposito	JennifersWayJE	11522
	"Thank you to these brave women, who know Judge Brett Kavanaugh personally, for voicing their support for him. 

#IStandWithBrett #ConfirmKavanaugh https://t.co/p1x1UDNLxw"	436	2018-09-21 21:29:18+00:00	IStandWithBrett ConfirmKavanaugh	https://twitter.com/ScottPresler/status/1043250844274184192/photo/1	906	1043250844274184192	306370	792082	30947	2301	Make Kindness Cool Again	#ThePersistence	ScottPresler	83326
	Retweet if you believe survivors of sexual assault, stand with them and against the culture that allows abuse to happen. #WeDo #MeToo	435	2017-10-16 01:44:41+00:00	WeDo MeToo		419	919740849008803840	8832	15933	1372	375	New York, NY	SafeHorizon	SafeHorizon	13740
	"Aww, this is cool. I'm glad he's taking it in stride. 
https://t.co/rpQ3SccCyT"	434	2018-10-09 05:04:27+00:00			3309	1049525981549981696	1280	31737	1195	497	South Central Los Angeles	Britni Danielle	BritniDWrites	150032
	"Not all men are molester,
Not all women are innocent,
#Metoo"	433	2018-10-12 17:27:37+00:00	Metoo		1442	1050800166276485122	40890	1140	227	0	Jodhpur, Rajasthan, India	Radhika Maheshwari	Radhikasharda98	3822
	"दुनियाभर में ईसाई पादरियों द्वारा नन्स को प्रताड़ित कर किया जा रहा है यौन शोषण ।

नन्स #MeToo के आधार पर #NunsToo के माध्यम से आवाज उठा रहे हैं ।

पवित्र हिंदू धर्म व साधु-संतों को बदनाम करनेवाले बुद्धिजीवी, मीडिया, वामपंथी व सेक्युलर इस पर कुछ बोलेंगे?
https://t.co/YO7B6Bvimr https://t.co/wycp3GuIbv"	432	2019-03-27 15:52:01+00:00	MeToo NunsToo	https://twitter.com/AzaadBharatOrg/status/1110932496558911490/photo/1	441	1110932496558911490	1068	90268	35	24	INDIA	AzaadBharat Official	AzaadBharatOrg	3785
	"Biden‘s legacy includes the SCOTUS confirmation of Clarence Thomas, and a patriarchal attack on a precursor of the #MeToo movement.

Kavanaugh’s confirmation alarmed a generation of women.

A generation earlier, Biden supported the Kavanaugh of his era. That’s disqualifying. https://t.co/VYjbCAS9JL"	425	2020-03-04 23:52:25+00:00	MeToo		1372	1235352430717485056	50240	120747	1716	500	San Francisco, CA	Shahid Buttar for Congress	ShahidForChange	20269
	"Congress just passed a bill to:
✔️ require members to reimburse taxpayers for settlements over harassment or retaliation
✔️ make the dispute process simpler and fairer
✔️ require regular, anonymous staff climate surveys

There's more work to be done, but this IS good news. #MeToo"	424	2018-12-13 17:55:37+00:00	MeToo		1493	1073275260043214849	21181	1985305	5659	15116	50 states, DC, & Puerto Rico	ACLU	ACLU	54972
	"Thank you, Dr. Blasey Ford. 
Thank you for carrying this unimaginable weight.
Thank you for testifying to protect the rights and lives of millions of strangers.  
Thank you for being a hero. #BelieveSurvivors #StopKavanaugh https://t.co/ABA0x3CcW5"	423	2018-10-01 01:33:00+00:00	BelieveSurvivors StopKavanaugh	https://twitter.com/NARAL/status/1046573663359836160/video/1	1304	1046573663359836160	21766	211819	6223	2670	Washington, DC	NARAL	NARAL	64160
	"自身への性暴力被害を告発したジャーナリスト、伊藤詩織さんが国連本部で記者会見し、「#MeToo」の代わりに「#WeToo」運動を提唱しました。
https://t.co/IdmNpjFurN"	422	2018-03-17 02:45:39+00:00	MeToo WeToo		440	974839148275105792	24	924491	203	30721	東京都千代田区	毎日新聞	mainichi	358790
	"We are down, but *never out. This is my #FBRParty. I want to connect w/ &amp; follow all who #BelieveWomen 

#FBResistance

Please:
1 Like
2 Retweet
3 Follow
4 Reply

#BlueWave
#BlueTsunami
#FBR
#RESISTANCE
#VotesHaveConsequences 
#Votethemout"	416	2018-10-09 16:22:00+00:00	FBRParty BelieveWomen FBResistance BlueWave BlueTsunami FBR RESISTANCE VotesHaveConsequences Votethemout		803	1049696492422930432	1227	717	691	43		Liane Jackson	lianejackson1	3768
	"#MeToo is turning into a Popular Movement. Why people are still using movement to solve social problems today?

 美国进入“运动治国”模式？ https://t.co/sHwc9R49WB 来自 @YouTube"	414	2018-01-02 12:37:15+00:00	MeToo		3	948171327965421568	9	21263	0	0		西城扫地僧	renzhiqiang2017	650
	"What a difference #MeToo has made. Seeing “youthful indiscretion,” “she did it for fame,” “why now?” “mixed up,” shot down one by one.  

Believe women.  Start there."	406	2018-09-18 12:15:29+00:00	MeToo		2065	1042024309588467712	74742	517208	362	4013	New York	Amy Siskind 🏳️‍🌈	Amy_Siskind	90588
	"#HowIWillChange
Then I ask just the men: What steps do you guys take, on a daily basis, to prevent yourselves from being sexually assaulted? https://t.co/jNjVYJbn8b"	405	2017-10-17 17:14:11+00:00	HowIWillChange	https://twitter.com/LCARS_TechGuy/status/920337153506332672/photo/1	558	920337153506332672	94583	3531	4985	9	origin:c-137 Wakanda adjacent	Brian Young 🌊🙅🏿‍♂️🙅🏿‍♀️💛Wakanda 4evs	LCARS_TechGuy	31142
	J’Fuck Yourself https://t.co/DmTXYWoyP6	404	2018-09-28 22:01:26+00:00			3461	1045795645968142337	18412	337540	446	2217		Sleeping Giants	slpng_giants	75762
	"I was berated &amp; assaulted at a  #MeToo event by women who supposedly are against sexual ""assault"".

My crime..I'm a conservative woman &amp; I asked a question their leader didn't like. 

Hey Tarana Burke, was I ""asking for it""?"	399	2018-04-18 18:44:36+00:00	MeToo		1358	986676887031308288	7923	222408	610	962		Millie Weaver 🇺🇸	Millie__Weaver	8843
	Every word in this Dylan Farrow LAT op-ed is so crucial to trying to understand who is left out of #MeToo. Devastating kicker. https://t.co/2vHje7CcH0 https://t.co/xLCu8aR3QT	394	2017-12-07 18:14:38+00:00	MeToo	https://twitter.com/KateAurthur/status/938834147841159168/photo/1	907	938834147841159168	54965	34039	1475	928	Los Angeles	Kate Aurthur	KateAurthur	75141
	"The list of women accusing Donald Trump of sexual assault is yuuge and getting bigger.

Good thing we have a handy dandy Republican rape guide! &gt;&gt;&gt; https://t.co/zfJI8QhfJc

#MeToo #ConservativeValues https://t.co/YgEgX190XZ"	394	2017-12-20 04:57:04+00:00	MeToo ConservativeValues	https://twitter.com/BryanDawsonUSA/status/943344478445809664/photo/1	452	943344478445809664	28330	92703	54323	0	E PLURIBUS UNUM	Bryan Dawson	BryanDawsonUSA	61987
	Why is it that every Democratic movement ends in total disaster?...#blacklivesmatter ended up being a hate group towards the police...#MeToo turned into throwing due process out the window and #antifa has always been fascist. #EpicFail	393	2018-12-06 11:44:25+00:00	blacklivesmatter MeToo antifa EpicFail		1853	1070645130632286208	2677	70024	163	111	Ohio, USA	JoelPatrick	Joelpatrick1776	761
	This #metoo movement was actually started by the nuns but in the middle of all this noise, they have been completely sidelined.	393	2018-10-10 06:30:54+00:00	metoo		1064	1049910122137485312	14476	157075	259	186	❤️	bhaavna arora	BhaavnaArora	15503
	"I love the idea of Narco Analysis and Polygraph tests in #MeToo complaints. Last time it happened in #RohtakSisters case, the boys cleared it while the girls failed it. 

Let's do it. Atleast everyone who's vouching for friends on both side of spectrum will have some solace."	388	2018-10-14 10:10:26+00:00	MeToo RohtakSisters		646	1051414924126089216	13226	80563	2615	351	Gurgaon, India	Deepika Narayan Bhardwaj	DeepikaBhardwaj	118638
	キャスティングを餌にしたセクハラで、実刑判決を受けた演出家を起用した舞台『メゾン・マグダレーナ』の上演中止、再検討を求め、署名活動を開始致しました。設定変更で非公開でも署名できます。ご賛同、またRTなどで情報拡散のご協力を宜しくお願い致します。 #MeToo https://t.co/0kGorPc8eH	384	2018-12-09 11:51:28+00:00	MeToo		124	1071734070130831360	356	602	782	15	日本 東京	演劇・映画・芸能界のセクハラ・パワハラをなくす会	nosekuhara	161
	"Aside from whether allegations against Porter are true, Trump is right.

#MeToo turned into a front for politicized witch hunts months ago. https://t.co/e7yx2wd2rH"	382	2018-02-10 16:01:17+00:00	MeToo		1403	962355803234717697	8175	1109913	762	6977	London	Paul Joseph Watson	PrisonPlanet	74907
